0/0	9:29:10
0/0	9:34:10
0/0	9:39:10
0/0	9:53:08
0/0	9:58:08
0/0	10:03:08
0/0	10:08:08
1/1	10:13:08
1/1	10:18:08
1/1	10:23:08
1/1	10:28:08
1/1	10:33:08
1/1	10:38:08
1/1	10:43:08
1/1	10:48:08
1/1	10:53:08
1/1	10:58:08
1/1	11:03:08
0/1	11:08:08
0/0	11:13:08
0/0	11:18:08
0/0	11:23:08
0/0	11:28:08
0/0	11:33:08
0/0	11:38:08
0/0	11:43:08
0/0	11:48:08
0/0	11:53:08
0/0	11:58:08
0/0	12:03:08
0/0	12:08:08
0/0	12:13:08
0/0	12:18:08
0/0	12:23:08
0/0	12:28:08
0/0	12:33:08
0/0	12:38:08
0/0	12:43:08
0/0	12:48:08
0/0	12:53:08
0/0	12:58:08
0/0	13:03:08
0/0	13:08:08
0/0	13:13:09
0/0	13:18:09
0/0	13:23:09
0/0	13:28:09
0/0	13:33:09
0/0	13:38:09
0/0	13:43:09
0/0	13:48:09
0/0	13:53:09
0/0	14:09:39
0/0	14:14:39
1/1	14:19:39
0/1	14:24:39
0/0	14:29:39
0/0	14:34:39
0/0	14:39:39
0/0	14:44:39
0/0	14:49:39
0/0	14:54:39
0/0	14:59:39
0/0	15:04:39
0/0	15:09:39
0/0	15:14:39
0/0	15:19:39
0/0	15:24:39
0/0	15:29:39
1/1	16:49:14
1/1	16:54:14
1/1	16:59:14
1/1	17:04:14
1/1	17:09:14
1/1	17:14:14
1/1	17:19:14
1/1	17:24:14
1/1	17:29:14
1/1	17:34:14
1/1	17:39:14
1/1	17:44:14
1/1	17:49:14
1/1	17:54:14
1/1	17:59:14
1/1	18:04:14
1/1	18:09:14
1/1	18:14:14
1/1	18:19:14
1/1	18:24:14
1/1	18:29:14
1/1	18:37:46
1/1	18:42:46
1/1	18:47:46
1/1	18:52:46
1/1	18:57:46
1/1	19:02:46
1/1	19:07:46
1/1	19:12:46
1/1	19:17:46
1/1	19:22:46
1/1	19:27:46
1/1	19:32:46
1/1	19:37:46
1/1	19:42:46
1/1	19:47:46
1/1	19:52:46
1/1	19:57:46
1/1	20:02:46
1/1	20:07:46
1/1	20:12:46
1/1	20:17:46
1/1	20:22:46
0/1	20:27:46
0/0	20:32:46
0/0	20:37:46
0/0	20:42:46
0/0	20:47:46
0/0	20:52:46
0/0	20:57:46
0/0	21:02:46
0/0	23:17:17
0/0	23:22:17
0/0	23:27:17
0/0	23:32:17
0/0	23:37:17
0/0	23:42:17
0/0	23:47:17
0/0	23:52:17
0/0	23:57:17
